Title,Link,Pic,displayPic,floar,floar1,verticalTable,verticalTable1,verticalTable2,priceLabel,windowFacing,layoutSpace,priceLabel1,layoutSpace1,unitSummary,memberName,memberName1,verticalTable3,btn-favorite--watch,anchor,anchor1,relatedKeywordsData,relatedKeywordsData1,relatedKeywordsData2,relatedKeywordsData3,relatedKeywordsData4,relatedKeywordsData5,textFeatureComment,onlineIcon,memberName2,relatedKeywordsData6,relatedKeywordsData7
シェトワ佃,https://www.homes.co.jp/mansion/b-1090830003137/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F1amn2rjdcm9ljl3.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,4階南西,4階南西,東京メトロ有楽町線 月島駅 徒歩2分東京都中央区佃3丁目3-12-1,RC(鉄筋コンクリート) / 7階建,1981年04月（築40年）,"5,380万円",南西,3LDK/67.84m²,"5,380万円",3LDK/67.84m²,21枚,オンライン相談可,オンライン相談可,43戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1090830003137/,リノベーション・リフォーム,リノベーション・リフォーム,オートロック,オートロック,エレベーター,エレベーター,＼当社売主／「月島」駅まで徒歩2分の好立地マンション。南西角部屋、陽当り・通風良好です。,オンライン相談可,（グローバルベイス株式会社）,スーパー800m以内,角部屋
ハイム秋葉原,https://www.homes.co.jp/mansion/b-1090830003169/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fi5fc2rjdcm9lm1z.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,6階南西,6階南西,都営大江戸線 新御徒町駅 徒歩8分東京都台東区台東1丁目23-10,SRC(鉄骨鉄筋コンクリート) / 8階建,1979年10月（築42年）,"3,180万円",南西,1LDK/38.88m²,"3,180万円",1LDK/38.88m²,17枚,オンライン相談可,オンライン相談可,28戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1090830003169/,リノベーション・リフォーム,リノベーション・リフォーム,エレベーター,エレベーター,スーパー800m以内,スーパー800m以内,＼当社売主／「秋葉原」駅徒歩圏。南西角部屋、書斎やテレワークに最適なDEN(サービスルーム)付き！,オンライン相談可,（グローバルベイス株式会社）,角部屋,
サンハイツ両国,https://www.homes.co.jp/mansion/b-1090830003106/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F8agz2rjdcm9lh6z.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","4階南,4階南西",4階南,都営大江戸線 両国駅 徒歩6分東京都墨田区石原1丁目22-1,SRC(鉄骨鉄筋コンクリート) / 8階建,1979年11月（築41年）,"4,399万円,4,399万円","南,南西","2LDK/64.17m²,2LDK/64.1m²","4,399万円",2LDK/64.17m²,21枚,"オンライン相談可,（株式会社東西シティホーム）",オンライン相談可,49戸,"お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-1090830003106/,"リノベーション・リフォーム,リノベーション・リフォーム",リノベーション・リフォーム,"エレベーター,ペット相談可",エレベーター,"角部屋,エレベーター",角部屋,＼当社売主／本日ご内覧できます。南東角部屋で陽当り良好の2LDK。L字バルコニーもあります。,オンライン相談可,（グローバルベイス株式会社）,スーパー800m以内,
エンゼルハイム鹿浜第５,https://www.homes.co.jp/mansion/b-1431520000001/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ftw5a2rvg3p8djl1.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,1階東,1階東,日暮里舎人ライナー 西新井大師西駅 徒歩10分東京都足立区鹿浜7丁目,RC(鉄筋コンクリート) / 4階建,1991年01月（築30年）,"2,930万円",東,3LDK/72.8m²,"2,930万円",3LDK/72.8m²,30枚,（株式会社FURVAL）,（株式会社FURVAL）,25戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1431520000001/,リノベーション・リフォーム,リノベーション・リフォーム,エレベーター,エレベーター,スーパー800m以内,スーパー800m以内,駅地下・商業施設充実・緑と共存するリノベーション物件！,,,角部屋,
グローリア初穂ときわ台,https://www.homes.co.jp/mansion/b-1090830003129/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ftbpy2rjdcm9liyv.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,6階南西,6階南西,東武東上線 ときわ台駅 徒歩6分東京都板橋区南常盤台1丁目5-12,SRC(鉄骨鉄筋コンクリート) / 9階建,1985年02月（築36年）,"3,780万円",南西,3LDK/60.8m²,"3,780万円",3LDK/60.8m²,23枚,オンライン相談可,オンライン相談可,65戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1090830003129/,オートロック,オートロック,エレベーター,エレベーター,,,＼当社売主／本日ご内覧出来ます。南西向きの3LDK+WIC。「中板橋」「ときわ台」の2駅利用可。,オンライン相談可,（グローバルベイス株式会社）,,
秀和池上レジデンス,https://www.homes.co.jp/mansion/b-1090830003128/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F9c8s2rjdcm9liw3.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,1階東,1階東,東急池上線 池上駅 徒歩12分東京都大田区池上2丁目5-16,RC(鉄筋コンクリート) / 5階建,1980年12月（築40年）,"3,380万円",東,2LDK/53.29m²,"3,380万円",2LDK/53.29m²,21枚,オンライン相談可,オンライン相談可,54戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1090830003128/,オートロック,オートロック,エレベーター,エレベーター,角部屋,角部屋,＼当社売主／本日ご内覧出来ます。東向きの2LDK。角部屋、全居室に窓があり陽当り・通風良好。,オンライン相談可,（グローバルベイス株式会社）,,
コーズ関町スカイハイツ2号棟,https://www.homes.co.jp/mansion/b-1090830003105/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ff5bt2rjdcm9lh47.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,8階南東,8階南東,京王井の頭線 吉祥寺駅 バス10分 北裏下車 徒歩3分東京都練馬区関町南4丁目18-2,SRC(鉄骨鉄筋コンクリート) / 10階建,1980年06月（築41年）,"3,499万円",南東,3LDK/72m²,"3,499万円",3LDK/72m²,20枚,オンライン相談可,オンライン相談可,287戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1090830003105/,リノベーション・リフォーム,リノベーション・リフォーム,ペット相談可,ペット相談可,駐車場あり,駐車場あり,＼当社売主／本日ご内覧できます。南東向きで陽当り・眺望の良い住戸。ペットを2匹まで飼育可（細則有）。,オンライン相談可,（グローバルベイス株式会社）,オートロック,エレベーター
ステイツ二子玉川園,https://www.homes.co.jp/mansion/b-1090830003126/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fy7pf2rjdcm9liqj.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,1階南東,1階南東,東急田園都市線 二子玉川駅 徒歩5分東京都世田谷区玉川2丁目11-2,RC(鉄筋コンクリート) / 5階建,1995年01月（築26年）,"8,380万円",南東,3LDK/70.16m²,"8,380万円",3LDK/70.16m²,23枚,オンライン相談可,オンライン相談可,31戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1090830003126/,リノベーション・リフォーム,リノベーション・リフォーム,ペット相談可,ペット相談可,オートロック,オートロック,＼当社売主／本日ご内覧出来ます。南東向き、専有面積70平米超の広々3LDK。ペット飼育可。,オンライン相談可,（グローバルベイス株式会社）,エレベーター,
蒲田グリーンパーク,https://www.homes.co.jp/mansion/b-1090830003138/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F7y882rjdcm9ljnv.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,14階南東,14階南東,ＪＲ京浜東北・根岸線 蒲田駅 徒歩9分東京都大田区蒲田1丁目6-18,SRC(鉄骨鉄筋コンクリート) / 14階建,1984年10月（築37年）,"4,080万円",南東,2LDK/54.8m²,"4,080万円",2LDK/54.8m²,19枚,オンライン相談可,オンライン相談可,296戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1090830003138/,リノベーション・リフォーム,リノベーション・リフォーム,ペット相談可,ペット相談可,エレベーター,エレベーター,＼当社売主／最上階14階部分、東南角部屋の2LDK。ペット飼育可。総戸数296戸、敷地内公園あり。,オンライン相談可,（グローバルベイス株式会社）,大規模マンション,最上階
ライオンズマンション亀戸,https://www.homes.co.jp/mansion/b-1090830003170/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fvsvo2rjdcm9lm4r.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,8階東,8階東,ＪＲ総武線 亀戸駅 徒歩5分東京都江東区亀戸2丁目36-4,SRC(鉄骨鉄筋コンクリート) / 10階建,1980年10月（築41年）,"2,880万円",東,1LDK/45.7m²,"2,880万円",1LDK/45.7m²,18枚,オンライン相談可,オンライン相談可,48戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1090830003170/,エレベーター,エレベーター,スーパー800m以内,スーパー800m以内,,,＼当社売主／東向き8階、全室エアコン完備の収納豊富な1LDK。,オンライン相談可,（グローバルベイス株式会社）,,
目白フラワーハイホーム,https://www.homes.co.jp/mansion/b-1090830003130/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fbx4m2rjdcm9lj1n.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,5階北西,5階北西,東京メトロ副都心線 雑司が谷駅 徒歩2分東京都豊島区高田2丁目17-26,RC(鉄筋コンクリート) / 8階建,1980年06月（築41年）,"5,180万円",北西,2LDK/58.1m²,"5,180万円",2LDK/58.1m²,22枚,オンライン相談可,オンライン相談可,70戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1090830003130/,駐車場あり,駐車場あり,エレベーター,エレベーター,角部屋,角部屋,＼当社売主／本日ご内覧出来ます。北西向きの2LDK+WIC。角部屋、窓が多く陽当たり・眺望良好。,オンライン相談可,（グローバルベイス株式会社）,,
ハイライフ用賀,https://www.homes.co.jp/mansion/b-1090830003098/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fnxi82rjdcm9lgkr.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","8階南,7階南,6階南",8階南,東急田園都市線 用賀駅 徒歩6分東京都世田谷区用賀3丁目11-25,SRC(鉄骨鉄筋コンクリート) / 8階建,1973年04月（築48年）,"3,580万円,3,180万円,3,299万円","南,南,南","2LDK/42m²,2LDK/42m²,2LDK/42m²","3,580万円",2LDK/42m²,19枚,"オンライン相談可,オンライン相談可,オンライン相談可",オンライン相談可,36戸,"お気に入りに登録,お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-1090830003140/,"ペット相談可,駐車場あり,リノベーション・リフォーム",ペット相談可,"駐車場あり,エレベーター,ペット相談可",駐車場あり,"エレベーター,スーパー800m以内,駐車場あり",エレベーター,＼当社売主／8階建最上階で南西角部屋の、眺望・採光が良い2LDK。全居室に窓とクローゼット有。,"オンライン相談可,オンライン相談可,オンライン相談可","（グローバルベイス株式会社）,（株式会社東宝ハウス品川）,（グローバルベイス株式会社）","最上階,エレベーター","スーパー800m以内,角部屋"
ファミールグラン高井戸デュープレックス,https://www.homes.co.jp/mansion/b-1390990000099/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fodhh2ru0ds0tsbz.jpg&width=208&height=138,"https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584","8階南,3階南",8階南,京王井の頭線 高井戸駅 徒歩4分東京都杉並区高井戸東3丁目9-10,RC(鉄筋コンクリート) / 9階建,1998年09月（築23年）,"8,980万円,7,280万円","南,南","3LDK/97.29m²,3LDK/78.66m²","8,980万円",3LDK/97.29m²,16枚,"オンライン相談可,（双日新都市開発株式会社　不動産営業部）",オンライン相談可,340戸,"お気に入りに登録,お気に入りに登録","詳細を見る,詳細を見る",https://www.homes.co.jp/mansion/b-1390990000099/,"リノベーション・リフォーム,リノベーション・リフォーム",リノベーション・リフォーム,"駐車場あり,オートロック",駐車場あり,"オートロック,エレベーター",オートロック,当社売主・総戸数340戸のビッグコミュニティ・南側の開放感を現地にてご覧ください,オンライン相談可,（シーズクリエイト株式会社　営業本部）,"エレベーター,大規模マンション","大規模マンション,スーパー800m以内"
コンド瀬田,https://www.homes.co.jp/mansion/b-1090830003163/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fx6t82rjdcm9lllb.jpg&width=208&height=138,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif?v=112d916d958470febe72d22ac494a584,4階南東,4階南東,東急田園都市線 用賀駅 徒歩8分東京都世田谷区瀬田3丁目5-12,RC(鉄筋コンクリート) / 7階建,1981年02月（築40年）,"4,880万円",南東,3LDK/66.43m²,"4,880万円",3LDK/66.43m²,23枚,オンライン相談可,オンライン相談可,25戸,お気に入りに登録,詳細を見る,https://www.homes.co.jp/mansion/b-1090830003163/,リノベーション・リフォーム,リノベーション・リフォーム,駐車場あり,駐車場あり,エレベーター,エレベーター,＼当社売主／南東角部屋 収納豊富な3LDK+WIC。全居室に収納があり、使いやすいファミリータイプ。,オンライン相談可,（グローバルベイス株式会社）,スーパー800m以内,角部屋
